phenoname,ancestry,trait_type,category,n_cases,n_controls,description,phecode_category,description_more
C10BA,eur,binary,r_drug,10084,88184,hmg coa reductase inhibitors in combination with other lipid modifying agents,NA,NA
C10BX,afr,binary,r_drug,6873,33432,"hmg coa reductase inhibitors, other combinations",NA,NA
C10BX,amr,binary,r_drug,1491,29899,"hmg coa reductase inhibitors, other combinations",NA,NA
C10BX,eur,binary,r_drug,15718,82550,"hmg coa reductase inhibitors, other combinations",NA,NA
CA_100,eur,binary,phecodeX,529,98778,Malignant neoplasm of the head and neck,Neoplasms,NA
CA_100.1,eur,binary,phecodeX,234,99243,Malignant neoplasm of the oral cavity,Neoplasms,NA
CA_101,afr,binary,phecodeX,497,39694,Malignant neoplasm of the digestive organs,Neoplasms,NA
CA_101,amr,binary,phecodeX,431,31672,Malignant neoplasm of the digestive organs,Neoplasms,NA
CA_101,eur,binary,phecodeX,2086,96134,Malignant neoplasm of the digestive organs,Neoplasms,NA
CA_101.4,afr,binary,phecodeX,267,40077,Malignant neoplasm of the lower GI tract,Neoplasms,NA
CA_101.4,amr,binary,phecodeX,222,31998,Malignant neoplasm of the lower GI tract,Neoplasms,NA
CA_101.4,eur,binary,phecodeX,1103,97692,Malignant neoplasm of the lower GI tract,Neoplasms,NA
CA_101.41,afr,binary,phecodeX,202,40165,Colorectal cancer,Neoplasms,NA
CA_101.41,eur,binary,phecodeX,976,97854,Colorectal cancer,Neoplasms,NA
CA_101.411,eur,binary,phecodeX,791,98270,Malignant neoplasm of colon,Neoplasms,NA
CA_101.8,eur,binary,phecodeX,231,99191,Malignant neoplasm of the pancreas,Neoplasms,NA
CA_102,afr,binary,phecodeX,249,40141,Malignant neoplasm of the thoracic and respiratory organs,Neoplasms,NA
CA_102,eur,binary,phecodeX,1037,98035,Malignant neoplasm of the thoracic and respiratory organs,Neoplasms,NA
CA_102.1,afr,binary,phecodeX,220,40203,Malignant neoplasm of the of bronchus and lung,Neoplasms,NA
CA_102.1,eur,binary,phecodeX,921,98293,Malignant neoplasm of the of bronchus and lung,Neoplasms,NA
CA_103,afr,binary,phecodeX,356,39513,Malignant neoplasm of the skin,Neoplasms,NA
CA_103,amr,binary,phecodeX,528,31133,Malignant neoplasm of the skin,Neoplasms,NA
CA_103,eur,binary,phecodeX,10802,83311,Malignant neoplasm of the skin,Neoplasms,NA
CA_103.1,eur,binary,phecodeX,1966,96927,Melanomas of skin,Neoplasms,NA
CA_103.2,eur,binary,phecodeX,4406,93228,Keratinocyte carcinoma,Neoplasms,NA
CA_103.21,eur,binary,phecodeX,3327,94648,Basal cell carcinoma,Neoplasms,NA
CA_103.22,eur,binary,phecodeX,1576,97027,Squamous cell carcinoma of the skin,Neoplasms,NA
CA_103.3,eur,binary,phecodeX,872,97794,Carcinoma in situ of skin,Neoplasms,NA
CA_104,afr,binary,phecodeX,275,39870,Malignant sarcoma-related cancers,Neoplasms,NA
CA_104,amr,binary,phecodeX,239,31825,Malignant sarcoma-related cancers,Neoplasms,NA
CA_104,eur,binary,phecodeX,1451,96010,Malignant sarcoma-related cancers,Neoplasms,NA
CA_104.3,eur,binary,phecodeX,366,98894,Malignant neoplasm of connective and soft tissue,Neoplasms,NA
CA_105,afr,binary,phecodeX,775,39553,Malignant neoplasm of the breast,Neoplasms,NA
CA_105,amr,binary,phecodeX,619,31520,Malignant neoplasm of the breast,Neoplasms,NA
CA_105,eur,binary,phecodeX,4068,94683,Malignant neoplasm of the breast,Neoplasms,NA
CA_105.1,afr,binary,phecodeX,682,39714,"Malignant neoplasm of the breast, female",Neoplasms,NA
CA_105.1,amr,binary,phecodeX,524,31675,"Malignant neoplasm of the breast, female",Neoplasms,NA
CA_105.1,eur,binary,phecodeX,3528,95472,"Malignant neoplasm of the breast, female",Neoplasms,NA
CA_106,afr,binary,phecodeX,396,39886,Gynecological malignant neoplasms,Neoplasms,NA
CA_106,amr,binary,phecodeX,411,31739,Gynecological malignant neoplasms,Neoplasms,NA
CA_106,eur,binary,phecodeX,1517,97456,Gynecological malignant neoplasms,Neoplasms,NA
CA_106.1,afr,binary,phecodeX,230,40127,Malignant neoplasm of external female genital organs and cervix,Neoplasms,NA
CA_106.1,amr,binary,phecodeX,225,32019,Malignant neoplasm of external female genital organs and cervix,Neoplasms,NA
CA_106.1,eur,binary,phecodeX,664,98564,Malignant neoplasm of external female genital organs and cervix,Neoplasms,NA
CA_106.13,amr,binary,phecodeX,212,32033,Malignant neoplasm of the cervix,Neoplasms,NA
CA_106.13,eur,binary,phecodeX,541,98706,Malignant neoplasm of the cervix,Neoplasms,NA
CA_106.2,eur,binary,phecodeX,543,98840,Malignant neoplasm of the uterus,Neoplasms,NA
CA_106.21,eur,binary,phecodeX,365,99111,Malignant neoplasm of endometrium,Neoplasms,NA
CA_106.3,eur,binary,phecodeX,370,98998,Malignant neoplasm of the ovary,Neoplasms,NA
CA_107,afr,binary,phecodeX,518,39867,Malignant neoplasm of male genitalia,Neoplasms,NA
CA_107,amr,binary,phecodeX,255,32032,Malignant neoplasm of male genitalia,Neoplasms,NA
CA_107,eur,binary,phecodeX,2697,96379,Malignant neoplasm of male genitalia,Neoplasms,NA
CA_107.2,afr,binary,phecodeX,505,39897,Malignant neoplasm of the prostate,Neoplasms,NA
CA_107.2,amr,binary,phecodeX,216,32080,Malignant neoplasm of the prostate,Neoplasms,NA
CA_107.2,eur,binary,phecodeX,2578,96536,Malignant neoplasm of the prostate,Neoplasms,NA
CA_108,afr,binary,phecodeX,212,40212,Malignant neoplasm of the urinary tract,Neoplasms,NA
CA_108,amr,binary,phecodeX,203,32082,Malignant neoplasm of the urinary tract,Neoplasms,NA
CA_108,eur,binary,phecodeX,1228,97919,Malignant neoplasm of the urinary tract,Neoplasms,NA
CA_108.4,eur,binary,phecodeX,598,98781,Malignant neoplasm of the kidney,Neoplasms,NA
CA_108.41,eur,binary,phecodeX,449,98985,"Malignant neoplasm of kidney, except pelvis",Neoplasms,NA
CA_108.5,eur,binary,phecodeX,643,98696,Malignant neoplasm of the bladder,Neoplasms,NA
CA_109,eur,binary,phecodeX,554,98655,"Malignant neoplasm of the eye, brain and other parts of central nervous system",Neoplasms,NA
CA_109.3,eur,binary,phecodeX,406,98917,Malignant neoplasm of brain,Neoplasms,NA
CA_110,amr,binary,phecodeX,256,32034,Malignant neoplasm of the endocrine glands,Neoplasms,NA
CA_110,eur,binary,phecodeX,996,98191,Malignant neoplasm of the endocrine glands,Neoplasms,NA
CA_110.1,amr,binary,phecodeX,233,32086,Malignant neoplasm of the thyroid,Neoplasms,NA
CA_110.1,eur,binary,phecodeX,902,98421,Malignant neoplasm of the thyroid,Neoplasms,NA
CA_112,afr,binary,phecodeX,460,39489,Malignant neoplasm of other and ill-defined sites,Neoplasms,NA
CA_112,amr,binary,phecodeX,559,31311,Malignant neoplasm of other and ill-defined sites,Neoplasms,NA
CA_112,eur,binary,phecodeX,2975,93030,Malignant neoplasm of other and ill-defined sites,Neoplasms,NA
CA_114,afr,binary,phecodeX,224,40137,Neuroendocrine tumors,Neoplasms,NA
CA_114,eur,binary,phecodeX,695,98422,Neuroendocrine tumors,Neoplasms,NA
CA_114.1,eur,binary,phecodeX,243,99221,Malignant neuroendocrine tumors,Neoplasms,NA
CA_114.2,eur,binary,phecodeX,254,99230,Benign neuroendocrine tumors,Neoplasms,NA
CA_114.4,eur,binary,phecodeX,238,99219,Carcinoid tumors,Neoplasms,NA
CA_114.6,eur,binary,phecodeX,320,98935,Pheochromocytoma,Neoplasms,NA
CA_116,afr,binary,phecodeX,401,39946,Secondary malignant neoplasm,Neoplasms,NA
CA_116,amr,binary,phecodeX,394,31812,Secondary malignant neoplasm,Neoplasms,NA
CA_116,eur,binary,phecodeX,2168,96583,Secondary malignant neoplasm,Neoplasms,NA
CA_120,afr,binary,phecodeX,509,39679,Hemo onc - by cell of origin,Neoplasms,NA
CA_120,amr,binary,phecodeX,448,31678,Hemo onc - by cell of origin,Neoplasms,NA
CA_120,eur,binary,phecodeX,2219,96395,Hemo onc - by cell of origin,Neoplasms,NA
CA_120.1,afr,binary,phecodeX,277,40033,Myeloid,Neoplasms,NA
CA_120.1,amr,binary,phecodeX,216,31989,Myeloid,Neoplasms,NA
CA_120.1,eur,binary,phecodeX,934,98042,Myeloid,Neoplasms,NA
CA_120.2,eur,binary,phecodeX,1072,98291,Lymphoid,Neoplasms,NA
CA_120.21,eur,binary,phecodeX,886,98523,Mature B-cell,Neoplasms,NA
CA_121,eur,binary,phecodeX,504,98916,Leukemia,Neoplasms,NA
CA_121.2,eur,binary,phecodeX,380,99111,Chronic leukemia,Neoplasms,NA
CA_121.21,eur,binary,phecodeX,304,99204,Chronic lymphoid leukemia,Neoplasms,NA
CA_122,eur,binary,phecodeX,940,98378,Lymphoma,Neoplasms,NA
CA_122.2,eur,binary,phecodeX,795,98520,Non-Hodgkin lymphoma,Neoplasms,NA
CA_123,eur,binary,phecodeX,221,99234,Multiple myeloma and malignant plasma cell neoplasms,Neoplasms,NA
CA_123.1,eur,binary,phecodeX,218,99241,Multiple myeloma,Neoplasms,NA
CA_124,afr,binary,phecodeX,200,40116,Myeloproliferative disorder,Neoplasms,NA
CA_124,eur,binary,phecodeX,665,98391,Myeloproliferative disorder,Neoplasms,NA
CA_124.5,eur,binary,phecodeX,355,98901,Essential thrombocythemia,Neoplasms,NA
CA_125,eur,binary,phecodeX,208,99182,"Other malignant neoplasms of lymphoid, hematopoietic and related tissue",Neoplasms,NA
CA_128,eur,binary,phecodeX,460,98887,Estrogen receptor status,Neoplasms,NA
CA_128.1,eur,binary,phecodeX,413,98956,Estrogen receptor postitive status [ER+],Neoplasms,NA
CA_130,afr,binary,phecodeX,2698,36941,"Cancer (solid tumor, excluding BCC)",Neoplasms,NA
CA_130,amr,binary,phecodeX,2293,29397,"Cancer (solid tumor, excluding BCC)",Neoplasms,NA
CA_130,eas,binary,phecodeX,303,3572,"Cancer (solid tumor, excluding BCC)",Neoplasms,NA
CA_130,eur,binary,phecodeX,14392,81849,"Cancer (solid tumor, excluding BCC)",Neoplasms,NA
CA_132,afr,binary,phecodeX,537,39741,Sequelae of cancer,Neoplasms,NA
CA_132,amr,binary,phecodeX,466,31707,Sequelae of cancer,Neoplasms,NA
CA_132,eur,binary,phecodeX,2135,96413,Sequelae of cancer,Neoplasms,NA
CA_135,afr,binary,phecodeX,231,40060,Benign neoplasm of the head and neck,Neoplasms,NA
CA_135,eur,binary,phecodeX,961,97731,Benign neoplasm of the head and neck,Neoplasms,NA
CA_135.1,eur,binary,phecodeX,209,99056,Benign neoplasm of the oral cavity,Neoplasms,NA
CA_135.5,eur,binary,phecodeX,580,98538,Benign neoplasm of the paranasal sinus and nasal cavity,Neoplasms,NA
CA_136,afr,binary,phecodeX,2407,35924,Benign neoplasm of the digestive organs,Neoplasms,NA
CA_136,amr,binary,phecodeX,1567,29335,Benign neoplasm of the digestive organs,Neoplasms,NA
CA_136,eas,binary,phecodeX,200,3503,Benign neoplasm of the digestive organs,Neoplasms,NA
CA_136,eur,binary,phecodeX,12174,78717,Benign neoplasm of the digestive organs,Neoplasms,NA
CA_136.2,eur,binary,phecodeX,673,97377,Benign neoplasm of stomach,Neoplasms,NA
CA_136.4,afr,binary,phecodeX,2268,36156,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms,NA
CA_136.4,amr,binary,phecodeX,1419,29561,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms,NA
CA_136.4,eur,binary,phecodeX,11521,79761,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms,NA
CA_136.41,afr,binary,phecodeX,2190,36322,Benign neoplasm of the colon,Neoplasms,NA
CA_136.41,amr,binary,phecodeX,1359,29676,Benign neoplasm of the colon,Neoplasms,NA
CA_136.41,eur,binary,phecodeX,11260,80328,Benign neoplasm of the colon,Neoplasms,NA
CA_136.42,eur,binary,phecodeX,580,96053,Benign neoplasm of rectum and anus,Neoplasms,NA
CA_138,afr,binary,phecodeX,640,38784,Benign neoplasm of the skin,Neoplasms,NA
CA_138,amr,binary,phecodeX,1028,30026,Benign neoplasm of the skin,Neoplasms,NA
CA_138,eas,binary,phecodeX,201,3485,Benign neoplasm of the skin,Neoplasms,NA
CA_138,eur,binary,phecodeX,13328,77857,Benign neoplasm of the skin,Neoplasms,NA
CA_138.1,eur,binary,phecodeX,2828,92999,"Nevus, non-neoplastic",Neoplasms,NA
CA_138.2,amr,binary,phecodeX,377,31372,Melanocytic nevi*,Neoplasms,NA
CA_138.2,eur,binary,phecodeX,7342,86213,Melanocytic nevi*,Neoplasms,NA
CA_139,afr,binary,phecodeX,1125,38165,Benign sarcoma-related cancers,Neoplasms,NA
CA_139,amr,binary,phecodeX,806,30630,Benign sarcoma-related cancers,Neoplasms,NA
CA_139,eur,binary,phecodeX,6371,86733,Benign sarcoma-related cancers,Neoplasms,NA
CA_139.3,afr,binary,phecodeX,358,39718,Benign neoplasm of other connective and soft tissue,Neoplasms,NA
CA_139.3,eur,binary,phecodeX,515,98094,Benign neoplasm of other connective and soft tissue,Neoplasms,NA
CA_139.4,eur,binary,phecodeX,218,99031,Benign neoplasm of peripheral nerves*,Neoplasms,NA
CA_139.5,afr,binary,phecodeX,550,39357,Lipoma,Neoplasms,NA
CA_139.5,amr,binary,phecodeX,355,31580,Lipoma,Neoplasms,NA
CA_139.5,eur,binary,phecodeX,1648,95664,Lipoma,Neoplasms,NA
CA_139.53,afr,binary,phecodeX,281,39865,Lipoma of skin subcutaneous tissue,Neoplasms,NA
CA_139.53,eur,binary,phecodeX,918,97295,Lipoma of skin subcutaneous tissue,Neoplasms,NA
CA_139.6,amr,binary,phecodeX,204,31778,Hemangioma and lymphangioma,Neoplasms,NA
CA_139.6,eur,binary,phecodeX,3845,91324,Hemangioma and lymphangioma,Neoplasms,NA
CA_139.61,eur,binary,phecodeX,3822,91373,Hemangioma,Neoplasms,NA
CA_140,afr,binary,phecodeX,321,39852,Benign neoplasm of the breast,Neoplasms,NA
CA_140,eur,binary,phecodeX,577,98133,Benign neoplasm of the breast,Neoplasms,NA
CA_142,afr,binary,phecodeX,3444,35497,Lump or mass in breast or nonspecific abnormal breast exam,Neoplasms,NA
CA_142,amr,binary,phecodeX,2555,28566,Lump or mass in breast or nonspecific abnormal breast exam,Neoplasms,NA
CA_142,eas,binary,phecodeX,344,3464,Lump or mass in breast or nonspecific abnormal breast exam,Neoplasms,NA
CA_142,eur,binary,phecodeX,10326,84276,Lump or mass in breast or nonspecific abnormal breast exam,Neoplasms,NA
CA_142.1,afr,binary,phecodeX,1880,37352,Lump or mass in breast,Neoplasms,NA
CA_142.1,amr,binary,phecodeX,1459,29870,Lump or mass in breast,Neoplasms,NA
CA_142.1,eur,binary,phecodeX,5364,90475,Lump or mass in breast,Neoplasms,NA
CA_142.2,afr,binary,phecodeX,636,39286,Abnormal mammogram,Neoplasms,NA
CA_142.2,amr,binary,phecodeX,418,31486,Abnormal mammogram,Neoplasms,NA
CA_142.2,eur,binary,phecodeX,1828,96022,Abnormal mammogram,Neoplasms,NA
CA_142.21,afr,binary,phecodeX,207,40050,Mammographic microcalcification,Neoplasms,NA
CA_142.21,eur,binary,phecodeX,524,98275,Mammographic microcalcification,Neoplasms,NA
CA_144,afr,binary,phecodeX,2328,37004,Gynecological benign neoplasms,Neoplasms,NA
CA_144,amr,binary,phecodeX,1221,30205,Gynecological benign neoplasms,Neoplasms,NA
CA_144,eur,binary,phecodeX,3028,93719,Gynecological benign neoplasms,Neoplasms,NA
CA_144.1,eur,binary,phecodeX,427,98338,Benign neoplasms of external female genital organs and cervix,Neoplasms,NA
CA_144.13,eur,binary,phecodeX,379,98514,Benign neoplasms of the cervix,Neoplasms,NA
CA_144.2,afr,binary,phecodeX,2202,37217,Benign neoplasms of the uterus,Neoplasms,NA
CA_144.2,amr,binary,phecodeX,1073,30479,Benign neoplasms of the uterus,Neoplasms,NA
CA_144.2,eur,binary,phecodeX,2439,94868,Benign neoplasms of the uterus,Neoplasms,NA
CA_144.21,afr,binary,phecodeX,2068,37407,Leiomyoma of uterus,Neoplasms,NA
CA_144.21,amr,binary,phecodeX,945,30669,Leiomyoma of uterus,Neoplasms,NA
CA_144.21,eur,binary,phecodeX,2053,95524,Leiomyoma of uterus,Neoplasms,NA
CA_148,afr,binary,phecodeX,209,40157,"Benign neoplasm of the eye, brain and other parts of central nervous system",Neoplasms,NA
CA_148,amr,binary,phecodeX,250,31963,"Benign neoplasm of the eye, brain and other parts of central nervous system",Neoplasms,NA
CA_148,eur,binary,phecodeX,1651,97200,"Benign neoplasm of the eye, brain and other parts of central nervous system",Neoplasms,NA
CA_148.1,eur,binary,phecodeX,941,98159,Benign neoplasm of eye,Neoplasms,NA
CA_148.16,eur,binary,phecodeX,854,98359,Benign neoplasm of choroid,Neoplasms,NA
CA_148.2,eur,binary,phecodeX,457,98967,Benign neoplasm of meninges (Meningioma),Neoplasms,NA
CA_149,afr,binary,phecodeX,229,40145,Benign neoplasm of the endocrine glands,Neoplasms,NA
CA_149,eur,binary,phecodeX,623,98421,Benign neoplasm of the endocrine glands,Neoplasms,NA
CA_149.4,eur,binary,phecodeX,416,99026,Benign neoplasm of the pituitary gland and craniopharyngeal duct,Neoplasms,NA
CA_153,eur,binary,phecodeX,496,98070,Benign neoplasm of other or unspecified sites,Neoplasms,NA
CM_750,eur,binary,phecodeX,499,98691,Congenital malformations of nervous system,Congenital,NA
CM_751,eur,binary,phecodeX,347,98863,Congenital anomalies of eye,Congenital,NA
CM_751.3,eur,binary,phecodeX,225,99195,Congenital malformations of posterior segment of eye,Congenital,NA
CM_758,eur,binary,phecodeX,251,98454,Congenital malformations of digestive system,Congenital,NA
CM_760,eur,binary,phecodeX,203,99009,Congenital anomalies of genital organs,Congenital,NA
CM_761,eur,binary,phecodeX,574,98374,Congenital malformations of the urinary system,Congenital,NA
CM_761.1,eur,binary,phecodeX,457,98618,Congenital malformation of kidney,Congenital,NA
CM_761.13,eur,binary,phecodeX,309,98954,Cystic kidney disease,Congenital,NA
CM_763,afr,binary,phecodeX,259,40020,Congenital anomalies of the heart,Congenital,NA
CM_763,amr,binary,phecodeX,264,31889,Congenital anomalies of the heart,Congenital,NA
CM_763,eur,binary,phecodeX,1459,97217,Congenital anomalies of the heart,Congenital,NA
CM_763.2,eur,binary,phecodeX,437,98933,Congenital malformations of heart valves,Congenital,NA
CM_763.23,eur,binary,phecodeX,399,99002,Congenital malformation of aortic and mitral valves,Congenital,NA
CM_763.232,eur,binary,phecodeX,353,99100,Congenital insufficiency of aortic valve,Congenital,NA
CM_763.3,eur,binary,phecodeX,747,98375,Congenital malformations of cardiac chambers and connections,Congenital,NA
CM_763.32,eur,binary,phecodeX,668,98523,Atrial septal defect,Congenital,NA
CM_764,eur,binary,phecodeX,288,98871,Congenital malformations of circulatory system (other than heart),Congenital,NA
CM_766,eur,binary,phecodeX,527,98294,Congenital deformities of feet,Congenital,NA
CM_766.1,eur,binary,phecodeX,261,98890,Congenital talipes varus,Congenital,NA
CM_769,eur,binary,phecodeX,379,98584,Congenital malformations of spine,Congenital,NA
CM_769.7,eur,binary,phecodeX,266,98911,Congenital spondylolisthesis,Congenital,NA
CM_771,eur,binary,phecodeX,715,97271,Congenital malformations of integument,Congenital,NA
CM_771.1,eur,binary,phecodeX,602,97610,Congenital malformation of the skin,Congenital,NA
CM_778,eur,binary,phecodeX,233,99051,"Other congenital malformations, NEC",Congenital,NA
CV_400,afr,binary,phecodeX,396,39624,Rheumatic fever and chronic rheumatic heart diseases,Cardiovascular,NA
CV_400,amr,binary,phecodeX,205,31846,Rheumatic fever and chronic rheumatic heart diseases,Cardiovascular,NA
CV_400,eur,binary,phecodeX,1392,96270,Rheumatic fever and chronic rheumatic heart diseases,Cardiovascular,NA
CV_400.2,afr,binary,phecodeX,384,39649,Rheumatic heart disease,Cardiovascular,NA
CV_400.2,eur,binary,phecodeX,1347,96382,Rheumatic heart disease,Cardiovascular,NA
CV_401,afr,binary,phecodeX,15329,22389,Hypertension,Cardiovascular,NA
CV_401,amr,binary,phecodeX,9019,21366,Hypertension,Cardiovascular,NA
CV_401,eas,binary,phecodeX,737,3048,Hypertension,Cardiovascular,NA
CV_401,eur,binary,phecodeX,35562,58085,Hypertension,Cardiovascular,NA
CV_401,sas,binary,phecodeX,431,1810,Hypertension,Cardiovascular,NA
CV_401.1,afr,binary,phecodeX,14873,22916,Essential hypertension,Cardiovascular,NA
CV_401.1,amr,binary,phecodeX,8594,21929,Essential hypertension,Cardiovascular,NA
CV_401.1,eas,binary,phecodeX,707,3075,Essential hypertension,Cardiovascular,NA
CV_401.1,eur,binary,phecodeX,34645,59039,Essential hypertension,Cardiovascular,NA
CV_401.1,sas,binary,phecodeX,417,1831,Essential hypertension,Cardiovascular,NA
CV_401.2,afr,binary,phecodeX,1796,37802,Hypertensive heart disease,Cardiovascular,NA
CV_401.2,amr,binary,phecodeX,787,31061,Hypertensive heart disease,Cardiovascular,NA
