Trait,Trait_Type,Meta_Group,Category,SubCategory,Description,num_samples.META,num_cases.META,num_controls.META,num_samples.AFR,num_cases.AFR,num_controls.AFR,num_samples.AMR,num_cases.AMR,num_controls.AMR,num_samples.EAS,num_cases.EAS,num_controls.EAS,num_samples.EUR,num_cases.EUR,num_controls.EUR,dbgap_cat.AFR,dbgap_cat.AMR,dbgap_cat.EAS,dbgap_cat.EUR,dbgap_cat.META,dbgap_cat.pheno
Phe_396,binary,AfAdE,PheCodes,Circulatory System,Abnormal heart sounds,606232,17346,588886,115967,3258,112709,58142,1151,56991,NA,NA,NA,432123,12937,419186,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_401,binary,ALL,PheCodes,Circulatory System,Hypertension,608262,456409,151853,116935,94292,22643,56679,35766,20913,6510,3903,2607,428138,322448,105690,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_401_1,binary,ALL,PheCodes,Circulatory System,Essential hypertension,607740,453717,154023,116845,93857,22988,56685,35551,21134,6506,3880,2626,427704,320429,107275,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_401_2,binary,ALL,PheCodes,Circulatory System,Hypertensive heart and/or renal disease,595565,90345,505220,112649,22462,90187,56803,6299,50504,6534,622,5912,419579,60962,358617,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_401_21,binary,ALL,PheCodes,Circulatory System,Hypertensive heart disease,607272,37662,569610,114864,8634,106230,57621,2572,55049,6624,245,6379,428163,26211,401952,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_401_22,binary,ALL,PheCodes,Circulatory System,Hypertensive chronic kidney disease,613886,52280,561606,115875,14127,101748,58151,3724,54427,6662,360,6302,433198,34069,399129,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_401_3,binary,AfAdE,PheCodes,Circulatory System,Other hypertensive complications,618617,9247,609370,117304,3465,113839,58674,734,57940,NA,NA,NA,442639,5048,437591,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_402,binary,ALL,PheCodes,Circulatory System,Elevated blood pressure reading without diagnosis of hypertension,583424,38938,544486,109712,8192,101520,54635,3582,51053,6311,377,5934,412766,26787,385979,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_411,binary,ALL,PheCodes,Circulatory System,Ischemic Heart Disease,589715,181290,408425,110452,26859,83593,55470,11954,43516,6519,1012,5507,417274,141465,275809,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_411_1,binary,AfAdE,PheCodes,Circulatory System,Unstable angina (intermediate coronary syndrome),610631,21454,589177,117568,3328,114240,58205,1613,56592,NA,NA,NA,434858,16513,418345,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_411_2,binary,ALL,PheCodes,Circulatory System,Myocardial infarction,614187,50724,563463,117239,7835,109404,58188,3528,54660,6707,287,6420,432053,39074,392979,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_411_3,binary,ALL,PheCodes,Circulatory System,Angina pectoris,600697,48968,551729,113926,7533,106393,56793,3721,53072,6638,315,6323,423340,37399,385941,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_411_4,binary,ALL,PheCodes,Circulatory System,Coronary atherosclerosis,602192,155774,446418,114151,20733,93418,57087,9892,47195,6613,847,5766,424341,124302,300039,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_411_8,binary,ALL,PheCodes,Circulatory System,"Other chronic ischemic heart disease, unspecified",610583,89698,520885,116620,11327,105293,57498,6080,51418,6671,483,6188,429794,71808,357986,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_411_9,binary,AfE,PheCodes,Circulatory System,Other acute and subacute forms of ischemic heart disease,566654,1798,564856,120388,402,119986,NA,NA,NA,NA,NA,NA,446266,1396,444870,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_414,binary,AfAdE,PheCodes,Circulatory System,Other forms of chronic heart disease,609584,19194,590390,117307,4726,112581,58658,882,57776,NA,NA,NA,433619,13586,420033,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_414_2,binary,AfE,PheCodes,Circulatory System,ASCVD,568412,4282,564130,121232,341,120891,NA,NA,NA,NA,NA,NA,447180,3941,443239,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_415,binary,AfAdE,PheCodes,Circulatory System,Pulmonary heart disease,614534,32054,582480,118408,7085,111323,58672,1690,56982,NA,NA,NA,437454,23279,414175,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_415_1,binary,AfAdE,PheCodes,Circulatory System,Acute pulmonary heart disease,628059,15399,612660,120829,3605,117224,59595,757,58838,NA,NA,NA,447635,11037,436598,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_415_11,binary,AfAdE,PheCodes,Circulatory System,"Pulmonary embolism and infarction, acute",628352,15151,613201,120880,3545,117335,59613,743,58870,NA,NA,NA,447859,10863,436996,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_415_2,binary,AfAdE,PheCodes,Circulatory System,Chronic pulmonary heart disease,616513,16090,600423,118672,3527,115145,58837,908,57929,NA,NA,NA,439004,11655,427349,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_415_21,binary,AfE,PheCodes,Circulatory System,Primary pulmonary hypertension,569243,2353,566890,120969,608,120361,NA,NA,NA,NA,NA,NA,448274,1745,446529,NOT_SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_416,binary,AfAdE,PheCodes,Circulatory System,Cardiomegaly,603814,14106,589708,115275,3619,111656,58021,796,57225,NA,NA,NA,430518,9691,420827,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_418,binary,ALL,PheCodes,Circulatory System,Nonspecific chest pain,551288,188653,362635,103924,42507,61417,51303,17212,34091,5980,1262,4718,390081,127672,262409,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_418_1,binary,AfAdE,PheCodes,Circulatory System,Precordial pain,621334,3303,618031,119573,609,118964,58941,257,58684,NA,NA,NA,442820,2437,440383,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_420,binary,AfAdE,PheCodes,Circulatory System,Carditis,620553,10044,610509,119409,2074,117335,58859,723,58136,NA,NA,NA,442285,7247,435038,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_420_2,binary,AfAdE,PheCodes,Circulatory System,Pericarditis,626591,5342,621249,120533,1246,119287,59430,367,59063,NA,NA,NA,446628,3729,442899,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_420_21,binary,AfE,PheCodes,Circulatory System,Acute pericarditis,572085,1045,571040,121609,276,121333,NA,NA,NA,NA,NA,NA,450476,769,449707,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_420_3,binary,AfAdE,PheCodes,Circulatory System,Endocarditis,626768,4465,622303,120734,772,119962,59324,335,58989,NA,NA,NA,446710,3358,443352,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_425,binary,AfAdE,PheCodes,Circulatory System,Cardiomyopathy,616393,29463,586930,118560,7053,111507,58819,1730,57089,NA,NA,NA,439014,20680,418334,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_425_1,binary,AfAdE,PheCodes,Circulatory System,Primary/intrinsic cardiomyopathies,617445,28097,589348,118885,6758,112127,58948,1631,57317,NA,NA,NA,439612,19708,419904,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_425_11,binary,AfE,PheCodes,Circulatory System,Hypertrophic obstructive cardiomyopathy,572697,990,571707,121725,275,121450,NA,NA,NA,NA,NA,NA,450972,715,450257,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_425_12,binary,AfE,PheCodes,Circulatory System,Other hypertrophic cardiomyopathy,572656,785,571871,121715,247,121468,NA,NA,NA,NA,NA,NA,450941,538,450403,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_425_2,binary,AfE,PheCodes,Circulatory System,Secondary/extrinsic cardiomyopathies,568819,2571,566248,120668,783,119885,NA,NA,NA,NA,NA,NA,448151,1788,446363,NOT_SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_425_8,binary,AfE,PheCodes,Circulatory System,Other cardiomyopathy,572413,851,571562,121627,271,121356,NA,NA,NA,NA,NA,NA,450786,580,450206,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_426,binary,ALL,PheCodes,Circulatory System,Cardiac conduction disorders,570542,88163,482379,107083,17288,89795,54607,5358,49249,6360,436,5924,402492,65081,337411,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_426_2,binary,AfAdE,PheCodes,Circulatory System,Atrioventricular [AV] block,617488,18710,598778,119057,2893,116164,59080,958,58122,NA,NA,NA,439351,14859,424492,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_426_21,binary,AfAdE,PheCodes,Circulatory System,First degree AV block,620615,7801,612814,119719,1415,118304,59281,314,58967,NA,NA,NA,441615,6072,435543,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_426_23,binary,AfE,PheCodes,Circulatory System,Second degree AV block,570749,2548,568201,121368,536,120832,NA,NA,NA,NA,NA,NA,449381,2012,447369,NOT_SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_426_24,binary,AfAdE,PheCodes,Circulatory System,"Atrioventricular block, complete",630658,7541,623117,121500,856,120644,59777,411,59366,NA,NA,NA,449381,6274,443107,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_426_25,binary,AfE,PheCodes,Circulatory System,Other heart block,570442,2041,568401,121462,324,121138,NA,NA,NA,NA,NA,NA,448980,1717,447263,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_426_3,binary,AfAdE,PheCodes,Circulatory System,Bundle branch block,613537,16109,597428,119151,2051,117100,58530,977,57553,NA,NA,NA,435856,13081,422775,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_426_31,binary,AfAdE,PheCodes,Circulatory System,Right bundle branch block,621044,8619,612425,120438,1024,119414,59069,536,58533,NA,NA,NA,441537,7059,434478,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_426_32,binary,AfAdE,PheCodes,Circulatory System,Left bundle branch block,624233,6347,617886,120502,879,119623,59346,354,58992,NA,NA,NA,444385,5114,439271,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_426_7,binary,ALL,PheCodes,Circulatory System,Abnormal electrocardiogram [ECG] [EKG],577753,43996,533757,107978,10831,97147,55254,2765,52489,6420,233,6187,408101,30167,377934,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_426_8,binary,AfE,PheCodes,Circulatory System,Other cardiac conduction disorders,568552,1640,566912,120760,439,120321,NA,NA,NA,NA,NA,NA,447792,1201,446591,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_426_9,binary,AfAdE,PheCodes,Circulatory System,Cardiac pacemaker/device in situ,626187,30381,595806,121094,4153,116941,59545,1641,57904,NA,NA,NA,445548,24587,420961,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_426_91,binary,AfAdE,PheCodes,Circulatory System,Cardiac pacemaker in situ,626633,21949,604684,121037,2348,118689,59584,1142,58442,NA,NA,NA,446012,18459,427553,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_426_92,binary,AfAdE,PheCodes,Circulatory System,Cardiac defibrillator in situ,629819,13636,616183,121503,2629,118874,59740,800,58940,NA,NA,NA,448576,10207,438369,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_427,binary,ALL,PheCodes,Circulatory System,Cardiac dysrhythmias,557567,194659,362908,104362,33210,71152,52394,12817,39577,6146,1077,5069,394665,147555,247110,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_427_1,binary,AfAdE,PheCodes,Circulatory System,"Paroxysmal tachycardia, unspecified",615812,20517,595295,118810,3882,114928,58833,1087,57746,NA,NA,NA,438169,15548,422621,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_427_11,binary,AfAdE,PheCodes,Circulatory System,Paroxysmal supraventricular tachycardia,623048,9624,613424,120134,1843,118291,59310,537,58773,NA,NA,NA,443604,7244,436360,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_427_12,binary,AfAdE,PheCodes,Circulatory System,Paroxysmal ventricular tachycardia,623360,10490,612870,120056,2003,118053,59343,497,58846,NA,NA,NA,443961,7990,435971,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_427_2,binary,ALL,PheCodes,Circulatory System,Atrial fibrillation and flutter,622007,88300,533707,118682,9482,109200,58834,4250,54584,6743,416,6327,437748,74152,363596,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_427_21,binary,ALL,PheCodes,Circulatory System,Atrial fibrillation,622233,84910,537323,118847,8873,109974,58862,4063,54799,6752,397,6355,437772,71577,366195,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_427_22,binary,AfAdE,PheCodes,Circulatory System,Atrial flutter,620415,27945,592470,120231,3470,116761,59267,1322,57945,NA,NA,NA,440917,23153,417764,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_427_3,binary,ALL,PheCodes,Circulatory System,Other specified cardiac dysrhythmias,579278,54352,524926,110488,9339,101149,55449,3271,52178,6514,226,6288,406827,41516,365311,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_427_4,binary,AfAdE,PheCodes,Circulatory System,Cardiac arrest and ventricular,627216,3786,623430,120680,828,119852,59518,232,59286,NA,NA,NA,447018,2726,444292,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_427_41,binary,AfE,PheCodes,Circulatory System,Ventricular fibrillation and flutter,571088,1477,569611,121512,309,121203,NA,NA,NA,NA,NA,NA,449576,1168,448408,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_427_42,binary,AfE,PheCodes,Circulatory System,Cardiac arrest,569261,2379,566882,120967,582,120385,NA,NA,NA,NA,NA,NA,448294,1797,446497,NOT_SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_427_5,binary,AfAdE,PheCodes,Circulatory System,Arrhythmia (cardiac) NOS,580716,43474,537242,111419,8648,102771,55402,2664,52738,NA,NA,NA,413895,32162,381733,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_427_6,binary,AfAdE,PheCodes,Circulatory System,Premature beats,610762,11629,599133,117656,2106,115550,58688,532,58156,NA,NA,NA,434418,8991,425427,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_427_61,binary,AfE,PheCodes,Circulatory System,Supraventricular premature beats,563815,2600,561215,120013,556,119457,NA,NA,NA,NA,NA,NA,443802,2044,441758,NOT_SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_427_7,binary,AfAdE,PheCodes,Circulatory System,Tachycardia NOS,595515,21680,573835,113676,5094,108582,56859,1570,55289,NA,NA,NA,424980,15016,409964,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_427_8,binary,AfAdE,PheCodes,Circulatory System,Sinoatrial node dysfunction (Bradycardia),626348,7506,618842,121007,695,120312,59506,380,59126,NA,NA,NA,445835,6431,439404,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_427_9,binary,ALL,PheCodes,Circulatory System,Palpitations,607666,28777,578889,115735,5606,110129,56928,2512,54416,6590,229,6361,428413,20430,407983,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_428,binary,ALL,PheCodes,Circulatory System,Congestive heart failure; nonhypertensive,610621,79193,531428,116379,15405,100974,57891,4697,53194,6679,342,6337,429672,58749,370923,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_428_1,binary,ALL,PheCodes,Circulatory System,Congestive heart failure (CHF) NOS,613401,56606,556795,116880,11137,105743,58126,3312,54814,6700,235,6465,431695,41922,389773,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_428_2,binary,AfAdE,PheCodes,Circulatory System,Heart failure NOS,622888,6554,616334,119845,1451,118394,59284,399,58885,NA,NA,NA,443759,4704,439055,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_428_3,binary,ALL,PheCodes,Circulatory System,Heart failure with reduced EF [Systolic or combined heart failure],622787,43187,579600,118736,9104,109632,58841,2652,56189,6777,211,6566,438433,31220,407213,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_428_4,binary,AfAdE,PheCodes,Circulatory System,Heart failure with preserved EF [Diastolic heart failure],616003,26634,589369,118420,5379,113041,58836,1573,57263,NA,NA,NA,438747,19682,419065,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_429,binary,AfAdE,PheCodes,Circulatory System,Ill-defined descriptions and complications of heart disease,592295,17369,574926,114186,3053,111133,57227,905,56322,NA,NA,NA,420882,13411,407471,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_429_1,binary,AfAdE,PheCodes,Circulatory System,Heart transplant/surgery,626929,3382,623547,121064,518,120546,59533,209,59324,NA,NA,NA,446332,2655,443677,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_429_2,binary,AfAdE,PheCodes,Circulatory System,Abnormal function study of cardiovascular system,613919,6645,607274,117968,1289,116679,58714,372,58342,NA,NA,NA,437237,4984,432253,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_429_3,binary,AfAdE,PheCodes,Circulatory System,Symptoms involving cardiovascular system,612064,7569,604495,118005,1256,116749,58564,356,58208,NA,NA,NA,435495,5957,429538,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_430,binary,AfAdE,PheCodes,Circulatory System,Intracranial hemorrhage,629583,6023,623560,121142,1349,119793,59594,588,59006,NA,NA,NA,448847,4086,444761,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_430_1,binary,AfE,PheCodes,Circulatory System,Subarachnoid hemorrhage,572499,965,571534,121765,228,121537,NA,NA,NA,NA,NA,NA,450734,737,449997,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_430_2,binary,AfE,PheCodes,Circulatory System,Intracerebral hemorrhage,571605,1998,569607,121477,557,120920,NA,NA,NA,NA,NA,NA,450128,1441,448687,NOT_SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_430_3,binary,AfAdE,PheCodes,Circulatory System,Subdural hemorrhage,631871,2616,629255,121698,542,121156,59798,278,59520,NA,NA,NA,450375,1796,448579,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_433,binary,ALL,PheCodes,Circulatory System,Cerebrovascular disease,597128,93615,503513,114381,16858,97523,56735,6375,50360,6632,488,6144,419380,69894,349486,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_433_1,binary,AfAdE,PheCodes,Circulatory System,Occlusion and stenosis of precerebral arteries,604009,31526,572483,117082,3388,113694,57928,1614,56314,NA,NA,NA,428999,26524,402475,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_433_11,binary,AfE,PheCodes,Circulatory System,"Occlusion of cerebral arteries, with cerebral infarction",569524,2703,566821,121248,427,120821,NA,NA,NA,NA,NA,NA,448276,2276,446000,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_433_12,binary,AfE,PheCodes,Circulatory System,Cerebral atherosclerosis,569619,1639,567980,120980,410,120570,NA,NA,NA,NA,NA,NA,448639,1229,447410,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_433_2,binary,AfAdE,PheCodes,Circulatory System,Occlusion of cerebral arteries,618220,31112,587108,118880,7610,111270,58815,2309,56506,NA,NA,NA,440525,21193,419332,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_433_21,binary,AfAdE,PheCodes,Circulatory System,"Cerebral artery occlusion, with cerebral infarction",618864,30561,588303,119017,7521,111496,58862,2274,56588,NA,NA,NA,440985,20766,420219,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_433_3,binary,ALL,PheCodes,Circulatory System,Cerebral ischemia,613339,43865,569474,116795,8197,108598,57998,2998,55000,6719,236,6483,431827,32434,399393,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_433_31,binary,ALL,PheCodes,Circulatory System,Transient cerebral ischemia,615922,41495,574427,117310,7606,109704,58183,2792,55391,6731,219,6512,433698,30878,402820,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_433_5,binary,AfAdE,PheCodes,Circulatory System,Cerebral aneurysm,632227,2259,629968,121741,448,121293,59808,202,59606,NA,NA,NA,450678,1609,449069,SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_433_6,binary,AfAdE,PheCodes,Circulatory System,"Acute, but ill-defined cerebrovascular disease",624460,18360,606100,120049,4568,115481,59159,1380,57779,NA,NA,NA,445252,12412,432840,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_433_8,binary,AfAdE,PheCodes,Circulatory System,Late effects of cerebrovascular disease,618466,21606,596860,118994,5530,113464,58793,1645,57148,NA,NA,NA,440679,14431,426248,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_440,binary,AfAdE,PheCodes,Circulatory System,Atherosclerosis,600264,27755,572509,116040,5248,110792,57698,1649,56049,NA,NA,NA,426526,20858,405668,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_440_2,binary,AfAdE,PheCodes,Circulatory System,Atherosclerosis of the extremities,615003,20481,594522,118254,4282,113972,58710,1163,57547,NA,NA,NA,438039,15036,423003,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_440_21,binary,AfAdE,PheCodes,Circulatory System,Atherosclerosis of native arteries of the extremities with ulceration or gangrene,629921,4268,625653,121279,1050,120229,59691,353,59338,NA,NA,NA,448951,2865,446086,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
