File: A1C_Mean_INT_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
MAFbin3	5.9394e-02	1.7610e-01	1.3975e+01	2.9650e+00	2.3529e+02	9.6079e-01
MAFbin4	6.0043e-02	-8.4793e+00	5.0100e+02	-1.4122e+02	8.3441e+03	2.1223e-02
MAFbin5	5.8625e-02	1.9601e+00	1.0971e+02	3.3435e+01	1.8715e+03	3.6471e-01
MAFbin6	5.9415e-02	3.1072e+00	1.8333e+02	5.2298e+01	3.0857e+03	5.8371e-02
MAFbin7	5.9469e-02	3.9812e+00	2.3105e+02	6.6946e+01	3.8852e+03	2.7541e-02
MAFbin8	5.9765e-02	-7.1672e+00	4.1970e+02	-1.1992e+02	7.0225e+03	2.8140e-01
MAFbin9	6.0284e-02	1.3866e+00	7.1981e+01	2.3001e+01	1.1940e+03	7.7240e-01
MAFbin10	5.8711e-02	-1.4527e-01	1.4991e+01	-2.4743e+00	2.5533e+02	9.4296e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	1.8614e+01	1.0947e+03	9.2019e+06	5.4115e+08	8.8318e-02
MAF_Adj_LLD_AFR	1.6675e-03	7.3914e+00	4.5667e+02	4.4327e+03	2.7387e+05	2.4102e-01
Recomb_Rate_10kb	1.5151e+00	6.6270e+00	3.2381e+02	4.3739e+00	2.1372e+02	9.0454e-01
Nucleotide_Diversity_10kb	4.4496e+00	5.6845e-01	2.7937e+02	1.2775e-01	6.2785e+01	7.6547e-01
Backgrd_Selection_Stat	1.8503e-01	8.3480e-01	4.0068e+01	4.5116e+00	2.1654e+02	5.8564e-01
CpG_Content_50kb	1.0097e-02	7.0219e-02	3.3536e+00	6.9544e+00	3.3213e+02	3.9416e-02

---

File: Phe_550_1_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	1.6152e-01	3.5823e-01	2.5392e+01	5.6313e+01	6.4773e-01
020222_ATAC_Stim_UT	6.4117e-03	2.0600e-01	3.1203e-01	3.2129e+01	4.8667e+01	5.1098e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	-1.9080e-02	1.2452e-01	-3.4160e+01	2.2294e+02	8.6257e-01
ASoC_UT_11samp_WGS	4.8543e-04	2.2195e-02	1.2011e-01	4.5721e+01	2.4743e+02	8.4633e-01
MAFbin1	6.1034e-02	4.8634e-01	4.1637e-01	7.9684e+00	6.8219e+00	8.0580e-02
MAFbin2	5.9542e-02	-1.2849e-01	2.9149e-01	-2.1580e+00	4.8955e+00	4.5754e-01
MAFbin3	5.9394e-02	2.8935e-01	3.0942e-01	4.8718e+00	5.2097e+00	4.1444e-01
MAFbin4	6.0043e-02	1.5739e-01	2.7933e-01	2.6213e+00	4.6522e+00	7.1093e-01
MAFbin5	5.8625e-02	2.3988e-02	1.9370e-01	4.0917e-01	3.3040e+00	8.5440e-01
MAFbin6	5.9415e-02	3.7788e-01	3.0691e-01	6.3600e+00	5.1655e+00	1.8140e-01
MAFbin7	5.9469e-02	-4.0676e-02	1.3289e-01	-6.8398e-01	2.2347e+00	4.3137e-01
MAFbin8	5.9765e-02	-7.2569e-02	2.3561e-01	-1.2142e+00	3.9423e+00	5.0297e-01
MAFbin9	6.0284e-02	1.0524e-01	2.8949e-01	1.7457e+00	4.8022e+00	8.6736e-01
MAFbin10	5.8711e-02	-9.7757e-02	2.9614e-01	-1.6650e+00	5.0440e+00	5.5576e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-7.4456e-01	9.6416e-01	-3.6808e+05	4.7664e+05	4.0554e-01
MAF_Adj_LLD_AFR	1.6675e-03	-5.0765e-01	5.9896e-01	-3.0444e+02	3.5920e+02	4.1148e-01
Recomb_Rate_10kb	1.5151e+00	1.3136e+00	2.8738e+00	8.6699e-01	1.8968e+00	9.4070e-01
Nucleotide_Diversity_10kb	4.4496e+00	3.5580e+00	1.4464e+00	7.9961e-01	3.2506e-01	4.0790e-01
Backgrd_Selection_Stat	1.8503e-01	2.7990e-01	1.2330e-01	1.5127e+00	6.6634e-01	3.5654e-01
CpG_Content_50kb	1.0097e-02	8.9713e-03	2.2843e-03	8.8850e-01	2.2623e-01	5.5141e-01

---

File: Phe_550_2_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-4.4374e-01	2.3224e+00	-6.9756e+01	3.6508e+02	6.9869e-01
020222_ATAC_Stim_UT	6.4117e-03	1.7231e-01	1.4519e+00	2.6874e+01	2.2645e+02	8.8926e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	-9.5875e-02	7.5212e-01	-1.7165e+02	1.3466e+03	8.4103e-01
ASoC_UT_11samp_WGS	4.8543e-04	6.7642e-01	2.3463e+00	1.3934e+03	4.8335e+03	1.3816e-01
MAFbin1	6.1034e-02	-9.9990e-01	3.2386e+00	-1.6383e+01	5.3062e+01	1.3526e-01
MAFbin2	5.9542e-02	-8.5680e-02	1.2183e+00	-1.4390e+00	2.0461e+01	8.5983e-01
MAFbin3	5.9394e-02	-8.3813e-01	2.9813e+00	-1.4111e+01	5.0196e+01	2.5135e-01
MAFbin4	6.0043e-02	2.3767e+00	7.7963e+00	3.9584e+01	1.2984e+02	5.5052e-02
MAFbin5	5.8625e-02	-1.0211e+00	3.6550e+00	-1.7418e+01	6.2345e+01	1.3587e-01
MAFbin6	5.9415e-02	1.8595e-01	6.9507e-01	3.1297e+00	1.1699e+01	8.2099e-01
MAFbin7	5.9469e-02	6.2416e-01	2.1689e+00	1.0496e+01	3.6470e+01	3.4429e-01
MAFbin8	5.9765e-02	-3.5062e-01	1.4383e+00	-5.8667e+00	2.4066e+01	5.8740e-01
MAFbin9	6.0284e-02	2.4851e-01	1.6635e+00	4.1223e+00	2.7594e+01	8.6093e-01
MAFbin10	5.8711e-02	1.1873e+00	3.5232e+00	2.0223e+01	6.0008e+01	3.2362e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	2.5351e+00	9.5992e+00	1.2532e+06	4.7454e+06	4.0496e-01
MAF_Adj_LLD_AFR	1.6675e-03	5.2676e-01	3.2555e+00	3.1590e+02	1.9523e+03	7.8062e-01
Recomb_Rate_10kb	1.5151e+00	-1.0497e+00	1.7903e+01	-6.9278e-01	1.1816e+01	8.1949e-01
Nucleotide_Diversity_10kb	4.4496e+00	1.1528e+00	1.3019e+01	2.5909e-01	2.9259e+00	3.5911e-01
Backgrd_Selection_Stat	1.8503e-01	7.8212e-01	1.8416e+00	4.2269e+00	9.9530e+00	6.9486e-02
CpG_Content_50kb	1.0097e-02	6.4625e-03	1.5260e-02	6.4004e-01	1.5113e+00	5.9789e-01

---

File: Phe_550_4_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	5.3572e-01	6.2314e-01	8.4215e+01	9.7957e+01	2.4319e-01
020222_ATAC_Stim_UT	6.4117e-03	4.9766e-01	6.1227e-01	7.7618e+01	9.5493e+01	2.8331e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	2.5319e-01	3.3285e-01	4.5329e+02	5.9591e+02	1.9706e-01
ASoC_UT_11samp_WGS	4.8543e-04	1.3372e-01	2.2136e-01	2.7547e+02	4.5601e+02	4.1679e-01
MAFbin1	6.1034e-02	2.3897e-03	3.3332e-01	3.9154e-02	5.4612e+00	8.4732e-01
MAFbin2	5.9542e-02	1.5012e-01	3.5607e-01	2.5213e+00	5.9801e+00	7.9497e-01
MAFbin3	5.9394e-02	1.3947e-01	2.7395e-01	2.3483e+00	4.6124e+00	7.5744e-01
MAFbin4	6.0043e-02	6.0214e-01	6.1270e-01	1.0028e+01	1.0204e+01	1.1141e-01
MAFbin5	5.8625e-02	1.1518e-01	2.9268e-01	1.9648e+00	4.9925e+00	8.3591e-01
MAFbin6	5.9415e-02	3.5723e-01	3.4958e-01	6.0124e+00	5.8837e+00	1.6745e-01
MAFbin7	5.9469e-02	-5.2337e-02	2.2229e-01	-8.8006e-01	3.7379e+00	5.5661e-01
MAFbin8	5.9765e-02	-8.6835e-02	3.6451e-01	-1.4529e+00	6.0991e+00	6.8933e-01
MAFbin9	6.0284e-02	1.4059e-01	3.4033e-01	2.3322e+00	5.6454e+00	8.0577e-01
MAFbin10	5.8711e-02	-4.7776e-01	5.2816e-01	-8.1374e+00	8.9959e+00	7.4054e-02
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-2.0972e+00	1.9374e+00	-1.0368e+06	9.5774e+05	9.4615e-02
MAF_Adj_LLD_AFR	1.6675e-03	-9.3658e-01	9.1163e-01	-5.6167e+02	5.4671e+02	1.7986e-01
Recomb_Rate_10kb	1.5151e+00	1.3755e+00	4.3959e+00	9.0786e-01	2.9013e+00	9.7340e-01
Nucleotide_Diversity_10kb	4.4496e+00	4.7356e+00	1.8031e+00	1.0643e+00	4.0522e-01	8.6855e-01
Backgrd_Selection_Stat	1.8503e-01	2.0809e-01	1.2201e-01	1.1246e+00	6.5939e-01	8.4344e-01
CpG_Content_50kb	1.0097e-02	8.5423e-03	3.7390e-03	8.4601e-01	3.7031e-01	5.7943e-01

---

File: Phe_550_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	5.5114e-01	5.6027e-01	8.6639e+01	8.8074e+01	8.4484e-02
020222_ATAC_Stim_UT	6.4117e-03	7.1769e-01	6.7612e-01	1.1193e+02	1.0545e+02	2.1338e-02
ASoC_TNFa_11samp_WGS	5.5855e-04	1.1190e-01	1.5742e-01	2.0033e+02	2.8184e+02	3.2997e-01
ASoC_UT_11samp_WGS	4.8543e-04	4.3747e-02	8.6559e-02	9.0118e+01	1.7831e+02	5.7545e-01
MAFbin1	6.1034e-02	-1.0144e-01	2.0201e-01	-1.6620e+00	3.3099e+00	3.0630e-01
MAFbin2	5.9542e-02	8.1389e-02	2.0443e-01	1.3669e+00	3.4334e+00	9.0661e-01
MAFbin3	5.9394e-02	5.3622e-02	2.0162e-01	9.0283e-01	3.3947e+00	9.7568e-01
MAFbin4	6.0043e-02	3.5073e-01	3.1293e-01	5.8413e+00	5.2117e+00	2.7753e-01
MAFbin5	5.8625e-02	2.9448e-01	2.9898e-01	5.0232e+00	5.0999e+00	4.1601e-01
MAFbin6	5.9415e-02	1.6145e-01	2.5613e-01	2.7174e+00	4.3109e+00	6.5027e-01
MAFbin7	5.9469e-02	-1.4731e-01	2.0227e-01	-2.4771e+00	3.4012e+00	1.3204e-01
MAFbin8	5.9765e-02	5.1065e-01	5.5964e-01	8.5443e+00	9.3640e+00	1.2974e-01
MAFbin9	6.0284e-02	-1.5930e-02	2.9598e-01	-2.6424e-01	4.9098e+00	7.8770e-01
MAFbin10	5.8711e-02	2.7199e-01	3.7853e-01	4.6327e+00	6.4473e+00	5.0640e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-2.3939e-01	1.0567e+00	-1.1834e+05	5.2239e+05	8.2089e-01
MAF_Adj_LLD_AFR	1.6675e-03	-9.8335e-01	8.9759e-01	-5.8972e+02	5.3829e+02	8.3909e-02
Recomb_Rate_10kb	1.5151e+00	-1.4467e+00	4.2179e+00	-9.5484e-01	2.7839e+00	2.9632e-01
Nucleotide_Diversity_10kb	4.4496e+00	1.9837e+00	1.8800e+00	4.4582e-01	4.2250e-01	3.4007e-02
Backgrd_Selection_Stat	1.8503e-01	5.1756e-01	2.2485e-01	2.7971e+00	1.2152e+00	2.8022e-02
CpG_Content_50kb	1.0097e-02	8.2764e-03	2.7212e-03	8.1968e-01	2.6951e-01	3.0972e-01

---

File: Phe_558_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-6.4352e-02	4.4555e-01	-1.0116e+01	7.0040e+01	8.6383e-01
020222_ATAC_Stim_UT	6.4117e-03	1.1682e-01	4.8370e-01	1.8220e+01	7.5441e+01	8.1350e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	-1.8598e-01	2.6527e-01	-3.3297e+02	4.7491e+02	1.7387e-01
ASoC_UT_11samp_WGS	4.8543e-04	-8.9885e-02	1.4758e-01	-1.8516e+02	3.0401e+02	4.6155e-01
MAFbin1	6.1034e-02	7.9670e-01	9.7088e-01	1.3053e+01	1.5907e+01	1.0737e-01
MAFbin2	5.9542e-02	2.8435e-01	8.1455e-01	4.7756e+00	1.3680e+01	7.4783e-01
MAFbin3	5.9394e-02	-4.3533e-02	3.9639e-01	-7.3296e-01	6.6739e+00	7.7469e-01
MAFbin4	6.0043e-02	3.3216e-01	5.8395e-01	5.5321e+00	9.7256e+00	5.4527e-01
MAFbin5	5.8625e-02	-1.9094e-01	4.5251e-01	-3.2569e+00	7.7187e+00	5.0489e-01
MAFbin6	5.9415e-02	-5.6171e-01	7.9600e-01	-9.4540e+00	1.3397e+01	6.3599e-02
MAFbin7	5.9469e-02	1.3912e-01	3.9662e-01	2.3394e+00	6.6692e+00	8.1605e-01
MAFbin8	5.9765e-02	6.1815e-01	9.8100e-01	1.0343e+01	1.6414e+01	3.4956e-01
MAFbin9	6.0284e-02	-3.9902e-01	6.5233e-01	-6.6191e+00	1.0821e+01	2.3436e-01
MAFbin10	5.8711e-02	5.6974e-02	3.8670e-01	9.7042e-01	6.5865e+00	9.9638e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	2.4934e+00	3.6761e+00	1.2326e+06	1.8173e+06	1.0877e-01
MAF_Adj_LLD_AFR	1.6675e-03	4.4792e-01	1.0908e+00	2.6862e+02	6.5416e+02	5.7415e-01
Recomb_Rate_10kb	1.5151e+00	6.9057e+00	7.6027e+00	4.5578e+00	5.0178e+00	4.0668e-01
Nucleotide_Diversity_10kb	4.4496e+00	1.0028e+01	6.1173e+00	2.2537e+00	1.3748e+00	3.1700e-03
Backgrd_Selection_Stat	1.8503e-01	-3.2691e-01	6.4477e-01	-1.7668e+00	3.4846e+00	5.9460e-03
CpG_Content_50kb	1.0097e-02	4.4246e-03	8.0502e-03	4.3821e-01	7.9728e-01	8.2435e-02

---

File: Phe_560_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-2.3648e-02	2.2623e-01	-3.7174e+00	3.5563e+01	8.9693e-01
020222_ATAC_Stim_UT	6.4117e-03	8.4870e-02	2.0754e-01	1.3237e+01	3.2368e+01	7.0864e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	2.7105e-02	9.5362e-02	4.8527e+01	1.7073e+02	7.7700e-01
ASoC_UT_11samp_WGS	4.8543e-04	3.2021e-02	5.3659e-02	6.5963e+01	1.1054e+02	5.4549e-01
MAFbin1	6.1034e-02	-1.7271e-02	1.2223e-01	-2.8297e-01	2.0026e+00	5.1267e-01
MAFbin2	5.9542e-02	9.5933e-03	1.8353e-01	1.6112e-01	3.0824e+00	7.8509e-01
MAFbin3	5.9394e-02	1.0674e-01	1.4626e-01	1.7972e+00	2.4625e+00	7.4667e-01
MAFbin4	6.0043e-02	-6.0300e-02	1.4851e-01	-1.0043e+00	2.4735e+00	4.1204e-01
MAFbin5	5.8625e-02	2.5723e-02	1.4840e-01	4.3877e-01	2.5314e+00	8.2306e-01
MAFbin6	5.9415e-02	2.3475e-02	1.3984e-01	3.9511e-01	2.3536e+00	7.9887e-01
MAFbin7	5.9469e-02	1.3889e-01	8.7687e-02	2.3354e+00	1.4745e+00	3.3079e-01
MAFbin8	5.9765e-02	-3.8101e-01	2.6595e-01	-6.3751e+00	4.4500e+00	4.9356e-02
MAFbin9	6.0284e-02	-2.4421e-01	2.8660e-01	-4.0510e+00	4.7542e+00	2.5385e-01
MAFbin10	5.8711e-02	5.5394e-02	1.7145e-01	9.4349e-01	2.9203e+00	9.8461e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	9.4921e-03	5.7173e-01	4.6924e+03	2.8264e+05	9.8667e-01
MAF_Adj_LLD_AFR	1.6675e-03	1.5272e-01	3.2822e-01	9.1588e+01	1.9684e+02	6.1664e-01
Recomb_Rate_10kb	1.5151e+00	5.2967e+00	1.7229e+00	3.4959e+00	1.1371e+00	3.9649e-02
Nucleotide_Diversity_10kb	4.4496e+00	6.1255e+00	7.4513e-01	1.3766e+00	1.6746e-01	1.8287e-03
Backgrd_Selection_Stat	1.8503e-01	2.3572e-01	5.9365e-02	1.2739e+00	3.2083e-01	3.4530e-01
CpG_Content_50kb	1.0097e-02	1.0913e-02	1.2646e-03	1.0808e+00	1.2525e-01	5.5786e-01

---

File: Phe_561_1_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-2.6268e+01	4.8816e+02	-4.1294e+03	7.6739e+04	6.8327e-01
020222_ATAC_Stim_UT	6.4117e-03	-5.9030e+01	1.0754e+03	-9.2066e+03	1.6772e+05	4.0462e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	1.2365e+01	2.1303e+02	2.2138e+04	3.8139e+05	6.6303e-01
ASoC_UT_11samp_WGS	4.8543e-04	-1.9697e+01	3.5577e+02	-4.0576e+04	7.3288e+05	6.1294e-01
MAFbin1	6.1034e-02	-3.6090e+01	6.6077e+02	-5.9132e+02	1.0826e+04	4.2694e-01
MAFbin2	5.9542e-02	-1.1212e+01	2.0552e+02	-1.8831e+02	3.4518e+03	8.6397e-01
MAFbin3	5.9394e-02	7.9168e+01	1.4245e+03	1.3329e+03	2.3985e+04	6.6251e-02
MAFbin4	6.0043e-02	2.8834e+00	8.5871e+01	4.8022e+01	1.4302e+03	9.5413e-01
MAFbin5	5.8625e-02	7.1629e+00	1.3429e+02	1.2218e+02	2.2907e+03	8.8794e-01
MAFbin6	5.9415e-02	-8.1920e+01	1.4827e+03	-1.3788e+03	2.4956e+04	1.5773e-01
MAFbin7	5.9469e-02	5.5650e+01	1.0003e+03	9.3577e+02	1.6820e+04	9.4018e-02
MAFbin8	5.9765e-02	-5.2156e+01	9.2309e+02	-8.7268e+02	1.5445e+04	3.6160e-01
MAFbin9	6.0284e-02	-5.5118e+01	9.9432e+02	-9.1430e+02	1.6494e+04	3.7566e-01
MAFbin10	5.8711e-02	-1.8402e+00	6.3891e+01	-3.1343e+01	1.0882e+03	9.7402e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-3.6999e+02	6.6430e+03	-1.8291e+08	3.2840e+09	1.2172e-01
MAF_Adj_LLD_AFR	1.6675e-03	2.3150e+01	4.3267e+02	1.3883e+04	2.5948e+05	8.3487e-01
Recomb_Rate_10kb	1.5151e+00	5.6803e+02	1.0077e+04	3.7491e+02	6.6508e+03	4.7696e-01
Nucleotide_Diversity_10kb	4.4496e+00	-1.4485e+02	2.7379e+03	-3.2553e+01	6.1532e+02	4.6739e-01
Backgrd_Selection_Stat	1.8503e-01	-2.2078e+00	3.9527e+01	-1.1932e+01	2.1362e+02	9.1532e-01
CpG_Content_50kb	1.0097e-02	4.3227e-01	7.6009e+00	4.2811e+01	7.5278e+02	3.6520e-01

---

File: Phe_561_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-2.0076e-01	4.8519e-01	-3.1559e+01	7.6271e+01	6.3580e-01
020222_ATAC_Stim_UT	6.4117e-03	2.7062e-02	5.5361e-01	4.2207e+00	8.6344e+01	9.6342e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	-4.8733e-02	1.8019e-01	-8.7248e+01	3.2261e+02	7.7140e-01
ASoC_UT_11samp_WGS	4.8543e-04	1.4314e-01	2.5195e-01	2.9488e+02	5.1902e+02	3.1164e-01
MAFbin1	6.1034e-02	2.9806e-01	4.2561e-01	4.8835e+00	6.9734e+00	3.8922e-01
MAFbin2	5.9542e-02	3.1143e-01	5.7663e-01	5.2304e+00	9.6844e+00	5.7862e-01
MAFbin3	5.9394e-02	-5.7541e-01	7.5772e-01	-9.6881e+00	1.2758e+01	1.7564e-02
MAFbin4	6.0043e-02	-7.9125e-03	3.5684e-01	-1.3178e-01	5.9430e+00	8.3085e-01
MAFbin5	5.8625e-02	1.4100e-01	3.8548e-01	2.4051e+00	6.5755e+00	8.0287e-01
MAFbin6	5.9415e-02	4.8599e-01	6.3003e-01	8.1795e+00	1.0604e+01	2.9440e-01
MAFbin7	5.9469e-02	-3.0055e-01	4.8651e-01	-5.0538e+00	8.1808e+00	3.9119e-02
MAFbin8	5.9765e-02	8.3186e-01	1.0760e+00	1.3919e+01	1.8005e+01	4.3934e-02
MAFbin9	6.0284e-02	1.6514e-01	4.9621e-01	2.7394e+00	8.2312e+00	7.9033e-01
MAFbin10	5.8711e-02	-3.5500e-01	6.7880e-01	-6.0465e+00	1.1562e+01	2.5630e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	1.6863e+00	3.3114e+00	8.3360e+05	1.6370e+06	3.1231e-01
MAF_Adj_LLD_AFR	1.6675e-03	-7.0285e-01	8.3348e-01	-4.2151e+02	4.9984e+02	4.0977e-01
Recomb_Rate_10kb	1.5151e+00	8.7908e-01	7.0206e+00	5.8020e-01	4.6337e+00	8.9984e-01
Nucleotide_Diversity_10kb	4.4496e+00	4.4671e+00	1.7936e+00	1.0039e+00	4.0309e-01	9.9116e-01
Backgrd_Selection_Stat	1.8503e-01	2.1009e-01	2.1212e-01	1.1354e+00	1.1464e+00	8.7808e-01
CpG_Content_50kb	1.0097e-02	1.1911e-02	3.4441e-03	1.1796e+00	3.4110e-01	6.0116e-01

---

File: Phe_562_1_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	8.7429e-02	2.7111e-01	1.3744e+01	4.2618e+01	7.1163e-01
020222_ATAC_Stim_UT	6.4117e-03	2.9463e-02	2.7080e-01	4.5951e+00	4.2236e+01	9.2153e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	1.7849e-01	1.3260e-01	3.1955e+02	2.3739e+02	6.5490e-02
ASoC_UT_11samp_WGS	4.8543e-04	2.6793e-02	5.5719e-02	5.5193e+01	1.1478e+02	6.0307e-01
MAFbin1	6.1034e-02	2.2736e-01	1.9644e-01	3.7251e+00	3.2186e+00	3.5831e-01
MAFbin2	5.9542e-02	4.8731e-01	2.9680e-01	8.1844e+00	4.9847e+00	3.1193e-02
MAFbin3	5.9394e-02	-2.8845e-01	1.5508e-01	-4.8566e+00	2.6111e+00	5.6372e-04
MAFbin4	6.0043e-02	3.5194e-01	2.0441e-01	5.8615e+00	3.4044e+00	6.9221e-02
MAFbin5	5.8625e-02	-2.5961e-01	1.7298e-01	-4.4284e+00	2.9506e+00	1.3424e-02
MAFbin6	5.9415e-02	4.4764e-02	1.1623e-01	7.5342e-01	1.9562e+00	8.9673e-01
MAFbin7	5.9469e-02	1.8296e-01	9.5062e-02	3.0766e+00	1.5985e+00	1.2515e-01
MAFbin8	5.9765e-02	-1.3118e-01	1.6149e-01	-2.1950e+00	2.7020e+00	2.0083e-01
MAFbin9	6.0284e-02	-1.3600e-01	1.7227e-01	-2.2560e+00	2.8577e+00	2.2731e-01
MAFbin10	5.8711e-02	5.2061e-01	2.9704e-01	8.8672e+00	5.0594e+00	1.9276e-02
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-9.0202e-01	4.9763e-01	-4.4592e+05	2.4600e+05	9.1346e-02
MAF_Adj_LLD_AFR	1.6675e-03	-8.1166e-01	3.4743e-01	-4.8676e+02	2.0836e+02	2.1312e-02
Recomb_Rate_10kb	1.5151e+00	2.1323e+00	1.8678e+00	1.4073e+00	1.2327e+00	7.4895e-01
Nucleotide_Diversity_10kb	4.4496e+00	3.8005e+00	7.6848e-01	8.5412e-01	1.7271e-01	3.2264e-01
Backgrd_Selection_Stat	1.8503e-01	9.5461e-02	5.6124e-02	5.1591e-01	3.0332e-01	1.2123e-01
CpG_Content_50kb	1.0097e-02	1.4519e-02	1.7530e-03	1.4379e+00	1.7362e-01	2.3789e-02

---

File: Phe_562_2_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-2.2067e-01	6.0824e-01	-3.4690e+01	9.5615e+01	6.6220e-01
020222_ATAC_Stim_UT	6.4117e-03	-6.9084e-01	9.8144e-01	-1.0775e+02	1.5307e+02	2.0533e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	-2.7988e-01	3.3980e-01	-5.0108e+02	6.0836e+02	1.1230e-01
ASoC_UT_11samp_WGS	4.8543e-04	-3.2189e-01	3.1551e-01	-6.6310e+02	6.4995e+02	3.0039e-03
MAFbin1	6.1034e-02	-3.6038e-01	4.4953e-01	-5.9047e+00	7.3653e+00	6.4321e-02
MAFbin2	5.9542e-02	-2.7294e-01	4.1656e-01	-4.5839e+00	6.9961e+00	2.5198e-01
MAFbin3	5.9394e-02	-4.5495e-01	6.8806e-01	-7.6599e+00	1.1585e+01	1.6017e-01
MAFbin4	6.0043e-02	6.4847e-01	6.9032e-01	1.0800e+01	1.1497e+01	8.5923e-02
MAFbin5	5.8625e-02	-1.7499e-02	3.2584e-01	-2.9849e-01	5.5581e+00	8.1057e-01
MAFbin6	5.9415e-02	4.1868e-02	3.4140e-01	7.0468e-01	5.7461e+00	9.5540e-01
MAFbin7	5.9469e-02	7.8968e-01	8.0140e-01	1.3279e+01	1.3476e+01	1.9798e-02
MAFbin8	5.9765e-02	1.9302e-01	4.8033e-01	3.2296e+00	8.0370e+00	7.6062e-01
MAFbin9	6.0284e-02	3.1164e-01	5.9499e-01	5.1695e+00	9.8697e+00	6.1676e-01
MAFbin10	5.8711e-02	-1.5031e-01	3.4124e-01	-2.5601e+00	5.8122e+00	5.0634e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	4.7033e-01	1.4488e+00	2.3251e+05	7.1620e+05	7.1248e-01
MAF_Adj_LLD_AFR	1.6675e-03	-7.4307e-01	8.6027e-01	-4.4562e+02	5.1591e+02	3.3782e-01
Recomb_Rate_10kb	1.5151e+00	5.2634e+00	5.0143e+00	3.4739e+00	3.3095e+00	4.1407e-01
Nucleotide_Diversity_10kb	4.4496e+00	1.7156e+00	3.2238e+00	3.8555e-01	7.2451e-01	6.3804e-02
Backgrd_Selection_Stat	1.8503e-01	1.7813e-01	1.6923e-01	9.6267e-01	9.1461e-01	9.6472e-01
CpG_Content_50kb	1.0097e-02	1.8515e-02	7.3537e-03	1.8337e+00	7.2829e-01	1.3804e-02

---

File: Phe_562_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	2.0609e-01	3.6143e-01	3.2398e+01	5.6817e+01	4.3664e-01
020222_ATAC_Stim_UT	6.4117e-03	1.5367e-01	3.5927e-01	2.3967e+01	5.6034e+01	5.9542e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	1.6831e-01	1.3508e-01	3.0133e+02	2.4184e+02	8.4690e-02
ASoC_UT_11samp_WGS	4.8543e-04	-2.0972e-02	5.5487e-02	-4.3202e+01	1.1430e+02	6.9840e-01
